"date","label","lat","long","id","seven_day_rainfall_average","three_day_rainfall_average","temp_high_0","temp_high_1","temp_high_2","temp_low_0","temp_low_1","temp_low_2","humidity_0","humidity_1","humidity_2","cloud_cover_day_of","wind_speed_day_of"
"8/3/17","0","40.77416148","-122.39223","1866","0","0","107.54","111.77","105.34","73.02","73.83","70.9","0.35","0.33","0.34","0","2.35"
"7/6/17","0","40.13884836","-118.0768286","1867","0","0","96.47","97.57","98.2","67.02","61.79","64.19","0.22","0.24","0.25","0.03","4.99"
"8/17/17","0","39.77053189","-116.483956","1876","0","0","80.07","80.09","71.76","51.44","54.93","43.58","0.27","0.38","0.33","0.45","4.63"
"8/26/17","0","39.91540678","-122.5902422","1878","0","0","97.93","95.66","100.15","62.47","61.3","63.48","0.35","0.38","0.4","0","4.16"
"7/31/17","0","41.4659014","-123.8791541","1881","0","0","85.89","80.64","73.91","58.42","54.11","51.07","0.59","0.71","0.73","0.15","5.03"
"7/16/17","0","39.92167561","-121.7186784","1883","0","0","93.63","90.7","89.87","66.3","61.85","61.49","0.43","0.45","0.42","0.07","2.72"
"6/22/17","0","41.46705705","-120.6267646","1888","0","0","87.79","93.13","94.75","55.6","60.19","55.61","0.36","0.43","0.36","0","8.28"
"6/13/17","0","39.62455275","-121.5473052","1890","0.0186","0.003","65.89","62.16","69.46","53.03","48.81","49.31","0.69","0.65","0.59","0.8","3.82"
"6/1/17","0","39.66029689","-120.4612801","1893","0","0","58.32","76.57","78.44","40.09","49.94","45.07","0.57","0.43","0.43","0.76","3.96"
"6/23/17","0","40.06680287","-118.4462968","1897","0.0003","0.0003","91.87","96.82","101.15","59.05","63.55","68.78","0.17","0.27","0.25","0","8.78"
"7/15/17","0","40.72848961","-116.9298873","1898","0","0","99.57","96.89","97.66","65.99","63.56","56.46","0.21","0.17","0.18","0.06","5.21"
"8/20/17","0","40.27423952","-122.1337663","1900","0","0","100.46","103.26","103.45","69.65","67.21","66.59","0.42","0.46","0.47","0.29","4.38"
"8/2/17","0","40.80430858","-123.8289154","1901","0","0","86.48","74.74","72.51","48.79","45.25","45.03","0.79","0.85","0.84","0.41","2.22"
"6/20/17","0","41.14913351","-121.9869299","1908","0","0","88.91","87.01","77.91","57.28","55.76","51.88","0.58","0.58","0.64","0.01","2.76"
"7/5/17","0","40.44343207","-124.016245","1909","0.0004","0.0001","75.41","75.45","69.37","51.81","51.03","52.87","0.77","0.78","0.84","0.38","3.19"
"7/6/17","0","39.77081578","-117.0256914","1911","0","0","88.55","93.57","92.68","55.27","50.05","50.37","0.23","0.21","0.21","0","5.57"
"8/19/17","0","40.65654628","-118.110434","1912","0.0006","0","95.94","93.17","95.02","55.03","53.51","58.02","0.19","0.21","0.24","0","5.37"
"8/23/17","0","40.83345958","-116.5897257","1913","0","0","86.65","93.59","93.66","56.97","62.4","61.1","0.29","0.21","0.2","0.1","4.57"
"7/25/17","0","41.40825209","-123.928098","1916","0","0","81.58","78.57","83.49","55.21","56.01","57.14","0.71","0.69","0.68","0.71","4.2"
"8/7/17","0","39.44251036","-122.1145791","1917","0","0","93.76","94.6","98.02","63.31","65.73","70.28","0.52","0.47","0.4","0.12","3.69"
"7/12/17","0","40.46975913","-120.0155106","1919","0","0","88.37","88.54","91.69","49.57","50.11","47.99","0.28","0.26","0.25","0","5.99"
"7/25/17","0","39.45560477","-122.8715047","1922","0.0011","0.0004","86.21","94.03","95.6","54.38","58.51","61.42","0.42","0.41","0.42","0","3.16"
"7/16/17","0","40.41245228","-120.3839174","1923","0","0","91.03","91.69","89.21","54.85","51.02","50.59","0.3","0.3","0.32","0","4.26"
"7/5/17","0","39.79564666","-117.2257659","1925","0","0","91.96","91.47","89.19","46.3","43.98","49.28","0.23","0.22","0.23","0","5"
"6/17/17","0","41.15039434","-117.7569606","1926","0.045","0","83.5","77.02","73.39","52.82","57.78","48.77","0.44","0.42","0.51","0.24","10"
"7/20/17","0","40.05492792","-122.2367518","1930","0","0","94.87","91.38","100.07","64.77","61.73","68.45","0.32","0.31","0.26","0","4.98"
"8/21/17","0","41.54382995","-120.9877641","1931","0","0","87.31","84.68","88.64","52.4","54.5","49.95","0.29","0.33","0.32","0","4.09"
"6/23/17","0","39.92801044","-120.0313724","1936","0","0","90.5","93.25","97.08","55.57","56.03","59.92","0.24","0.38","0.38","0.02","3.46"
"8/27/17","0","39.95868052","-118.0203773","1942","0.0003","0","89.24","85.05","82.82","56.12","50.37","49.78","0.28","0.33","0.36","0","4.21"
"6/11/17","0","40.52901107","-120.6302882","1949","0.0011","0.0011","59.94","59.9","60.7","36.96","39.52","39.09","0.51","0.65","0.53","0.46","5.94"
"6/27/17","0","41.7320161","-122.4232831","1950","0.0006","0.0006","89.5","93.99","100.34","55.71","58.09","63.54","0.42","0.38","0.28","0.1","5.78"
"8/31/17","0","39.63459796","-121.7315193","1956","0","0","98.95","102.82","108.98","63.45","68.13","73.99","0.34","0.25","0.24","0","3.17"
"8/26/17","0","40.34207887","-116.4343187","1957","0","0","92.46","89","87.38","61.2","56.97","56.73","0.22","0.29","0.35","0.02","5.1"
"8/6/17","0","41.43980732","-122.356097","1959","0","0","88.84","94.89","100.76","61.87","62.79","67.17","0.42","0.35","0.35","0.14","2.06"
"6/26/17","0","39.74557737","-122.164686","1960","0","0","96.01","103.8","105.06","63.84","75.33","74.97","0.45","0.4","0.26","0.11","4.82"
"7/7/17","0","40.84455123","-122.2235801","1962","0","0","99.14","93.11","93.54","63.78","60.62","58.66","0.31","0.33","0.38","0","2.38"
"8/21/17","0","40.31358039","-120.575671","1964","0","0","90.77","91.98","93.6","54.22","53.25","53.82","0.32","0.31","0.29","0","3.33"
"6/4/17","0","39.59785121","-119.3284283","1965","0","0","86.91","86.38","77.92","53.91","59.13","52.66","0.27","0.35","0.44","0.09","4.02"
"7/3/17","0","39.6299809","-119.0121133","1966","0","0","96.11","93.07","90.94","68.71","65.96","62.33","0.24","0.24","0.2","0.09","6.21"
"7/28/17","0","41.39304252","-120.9293772","1969","0.005","0.0041","88.07","83.81","85.88","50.77","48.78","47.57","0.46","0.57","0.53","0.02","4"
"6/3/17","0","40.51162755","-116.8930095","1972","0","0","85.81","79.01","84.54","52.7","44.03","49.99","0.35","0.37","0.24","0","6.4"
"6/19/17","0","40.38026956","-118.7021191","1974","0.0134","0","91.46","87.41","90.96","64.5","59.17","61.8","0.33","0.4","0.39","0","7.38"
"6/30/17","0","41.16999166","-122.4095757","1976","0.0002","0.0002","82.02","79.3","78.86","52.31","49.47","49.74","0.45","0.55","0.53","0","2.41"
"7/1/17","0","41.1026618","-117.8080018","1977","0","0","88.78","83.68","86.34","56.22","57.12","49.1","0.21","0.2","0.2","0","5.99"
"7/27/17","0","40.31754432","-124.3476952","1980","0","0","72.86","74.79","73.14","52.01","52.55","52.7","0.81","0.82","0.79","0.74","3.72"
"8/20/17","0","39.42301701","-123.0036915","1982","0","0","94.03","98.37","95.08","53.98","54.46","55.48","0.53","0.51","0.56","0.25","2.54"
"7/22/17","0","41.52479492","-121.0332801","1983","0","0","85.14","83.61","83.84","55.43","44.67","41.73","0.37","0.41","0.26","0","3.98"
"7/29/17","0","39.70419729","-120.3674339","1986","0","0","88.94","86.89","80.83","56.34","53.45","48.66","0.41","0.38","0.46","0.04","3.35"
"6/25/17","0","40.21413009","-116.8709646","1987","0","0","89.58","87.91","85.98","54.64","49.97","50.13","0.22","0.22","0.25","0","5.47"
"8/1/17","0","39.81332226","-120.0334482","1988","0.0002","0.0001","96.53","93.5","90.08","63.05","62.35","56.51","0.31","0.36","0.35","0.02","2.72"
"6/21/17","0","40.09349442","-121.6211653","1992","0","0","94.56","95.55","95.89","68.41","66.61","66.98","0.51","0.43","0.34","0.12","2.3"
"6/27/17","0","40.10869998","-122.1089149","1994","0","0","90.24","98.13","108.15","61.49","65.78","76.93","0.43","0.43","0.35","0","5.95"
"8/24/17","0","40.45157474","-124.1490908","1995","0","0","60.39","64.22","56.34","49.75","47.66","49.23","0.98","0.97","1","0.79","3.2"
"6/30/17","0","39.83653285","-119.6094032","1996","0","0","84.34","83.2","83.66","54.2","50.88","48.15","0.33","0.3","0.25","0","3.57"
"6/25/17","0","41.65757419","-124.304007","1997","0","0","58.15","61.09","77.11","52.15","50.47","57.84","0.95","0.77","0.46","0.2","3.32"
"7/23/17","0","39.82499837","-118.3638998","2002","0","0","99.53","95.2","92.34","70.56","64.97","60.27","0.15","0.17","0.13","0","5.41"
"8/9/17","0","41.67987385","-121.9537183","2003","0.0004","0.0004","84.96","81.69","83.39","57.56","54.52","58.09","0.5","0.55","0.48","0.12","2.93"
"7/8/17","0","40.3860314","-116.447487","2004","0","0","99.34","96.64","94.99","62.27","62.43","60.55","0.24","0.2","0.17","0","5.67"
"6/26/17","0","40.62808089","-117.1652769","2006","0","0","88.67","82.92","81.38","51.31","53.18","49.58","0.24","0.25","0.25","0","5.34"
"7/9/17","0","40.02365842","-119.0280686","2007","0","0","98.4","96.51","93.94","65.01","68.08","64.87","0.25","0.25","0.28","0","6.6"
"7/26/17","0","40.79997265","-123.7666336","2008","0","0","72.45","78","81.08","47.75","46.64","48.89","0.82","0.78","0.79","0.77","2.88"
"7/14/17","0","40.27160016","-124.1459664","2009","0","0","74.05","79.06","81.02","48.72","50.22","47.31","0.82","0.75","0.79","0.84","3.8"
"7/28/17","0","41.69043971","-122.1559606","2010","0.0006","0.0006","84.73","81.09","81.06","49.4","49.89","51.63","0.57","0.53","0.53","0.01","3.09"
"6/18/17","0","41.45468115","-124.1135609","2011","0.0004","0.0003","67.81","65.91","66.95","52.66","55.92","58.81","0.78","0.82","0.79","0.63","4.92"
"7/30/17","0","39.89253382","-122.3122002","2012","0.004","0.0018","100.04","99.85","100.64","69.65","66.66","71.85","0.37","0.36","0.35","0.01","4.3"
"7/7/17","0","40.64668832","-116.2545103","2014","0","0","92.44","92.22","96.85","59.05","52.74","57.14","0.24","0.19","0.23","0.07","4.2"
"8/22/17","0","40.31476851","-120.9200453","2019","0","0","88.55","88.67","88.62","54.89","54.6","53.7","0.35","0.34","0.31","0","2.59"
"8/30/17","0","40.16526795","-120.18874","2021","0","0","94.94","96.1","97.1","59.15","57.73","62.53","0.26","0.2","0.23","0.01","4.49"
"7/24/17","0","41.50677968","-122.4661079","2022","0","0","98.2","97.53","91.4","62.25","62.81","56.68","0.35","0.32","0.4","0","3.72"
"6/18/17","0","41.51655292","-121.8768895","2023","0.0123","0","74.22","72.71","65.59","49.89","45.01","44.72","0.66","0.75","0.69","0","4.35"
"8/30/17","0","41.72753865","-122.4926822","2025","0","0","98.12","97.6","97.05","59.23","58.99","57.44","0.28","0.27","0.26","0.61","4.16"
"6/16/17","0","39.51992783","-123.2635381","2029","0.0007","0","77.72","78.21","72.85","52.45","46.1","42.03","0.65","0.64","0.73","0","2.66"
"7/10/17","0","39.79474966","-117.017737","2032","0.0002","0.0002","85.35","90.45","89.86","46.67","56.89","58.37","0.36","0.29","0.26","0.08","6.68"
"6/25/17","0","40.5064004","-122.2356069","2035","0","0","112.66","109.25","106.51","78.68","71.88","84.53","0.3","0.17","0.16","0","4.31"
"6/14/17","0","40.62674372","-118.1663636","2036","0.035","0.035","70.58","48.56","60.74","42.87","41.29","37.03","0.55","0.88","0.5","0.33","7.79"
"7/27/17","0","41.27171933","-120.3255745","2040","0.0098","0.0098","77.17","82.26","81.54","48.43","46.72","50.47","0.66","0.61","0.5","0.23","4.6"
"6/13/17","0","40.67548922","-116.8689982","2042","0.0119","0.0119","47.47","65.06","73.75","44.09","37.58","47.11","0.87","0.44","0.3","1","12.42"
"6/20/17","0","40.84736159","-116.8401664","2048","0.0001","0","93.39","87.75","80.69","62.13","61.15","55.36","0.36","0.4","0.49","0.06","6.64"
"7/9/17","0","41.76096063","-124.0605484","2049","0","0","71.13","65.39","61.17","49.41","48.17","49.69","0.95","0.89","0.96","0.77","4.61"
"8/19/17","0","41.53741504","-122.2461735","2050","0","0","90.09","89.23","86.98","55.16","58.56","56.06","0.3","0.35","0.34","0","4.28"
"8/18/17","0","40.00784138","-118.7634999","2053","0","0","89.81","86.43","84.86","55.93","60.44","64.83","0.22","0.28","0.38","0","5.4"
"7/9/17","0","40.45434001","-116.9438022","2057","0","0","98.56","99.99","96.13","60.4","65.69","58.86","0.23","0.23","0.2","0","5.88"
"7/16/17","0","40.1672493","-122.2545569","2058","0","0","105.47","101.46","99.57","76.29","69.5","68.5","0.32","0.38","0.38","0","4.85"
"8/22/17","0","40.92422599","-116.8344569","2059","0","0","91.42","91.46","91.26","59.87","58.97","58.73","0.21","0.21","0.17","0","5.68"
"7/5/17","0","41.04137173","-118.1267348","2061","0","0","99.15","97.11","96.22","68.6","62.15","63.24","0.21","0.21","0.2","0.02","6.37"
"8/11/17","0","40.87843544","-117.3968399","2065","0.0023","0.0005","86.14","83.49","85.28","58.51","58.13","60.61","0.36","0.39","0.4","0.08","5.7"
"6/7/17","0","40.79599147","-122.0250713","2066","0.008","0","88.47","87.84","84.32","56.47","56.05","58.49","0.36","0.3","0.42","0","2.81"
"7/17/17","0","40.57354305","-121.8087067","2067","0","0","94.09","91.92","90.18","61.39","64.09","59.04","0.29","0.38","0.41","0","2.97"
"6/20/17","0","41.49448512","-123.8868543","2070","0.0004","0","68.61","73.2","65.59","47.07","48.28","45.55","0.94","0.86","0.89","1","5.1"
"7/8/17","0","39.94153921","-118.6473681","2072","0","0","99.78","97.4","95.94","69.67","66.64","68.68","0.23","0.25","0.23","0.01","5.29"
"8/27/17","0","41.66298778","-123.9113568","2074","0","0","84.09","82.66","73.57","59.49","57.9","52.78","0.54","0.7","0.67","0.98","3.38"
"6/10/17","0","40.15748879","-120.9403933","2075","0.0081","0.0081","64.01","63.02","79.11","39.83","40.26","46.31","0.66","0.56","0.34","0.46","4.55"
"8/6/17","0","39.76161183","-117.2304376","2078","0","0","87.24","89.97","92.96","57.25","54.98","58.38","0.31","0.29","0.23","0.11","7.21"
"8/10/17","0","40.09879039","-120.336219","2079","0.0033","0.0001","81.16","81.1","78.05","47.06","51.96","47.33","0.61","0.62","0.71","0.19","2.54"
"8/15/17","0","40.96160008","-116.5611659","2084","0.0007","0.0007","69.2","89.13","91.31","48.61","55.74","56.69","0.51","0.21","0.23","0.28","5.6"
"8/21/17","0","39.77955829","-121.3495083","2085","0","0","85.33","87.88","88.63","58.77","59.95","59.99","0.62","0.61","0.59","0.05","3.03"
"8/9/17","0","40.0420264","-119.5987069","2087","0.0059","0.0056","90.29","86.79","89.37","61.64","55.09","52.95","0.48","0.55","0.48","0.06","3.62"
"7/1/17","0","40.17088648","-122.4589466","2093","0","0","98.51","97.04","92.99","67.17","66.49","65.57","0.42","0.38","0.43","0","5.44"
"7/28/17","0","39.75706333","-116.7695263","2094","0.0214","0.0013","84.49","80.83","81.07","60.24","54.2","53.18","0.44","0.52","0.59","0.23","5.17"
"6/8/17","0","39.48245033","-121.6371656","2095","0","0","85.13","93.18","92.39","52.93","61.58","61.75","0.44","0.34","0.38","0","7.83"
"6/7/17","0","40.26494269","-122.2306573","2096","0.0072","0","93.33","93.7","92.15","62.55","62.19","64.32","0.33","0.26","0.39","0","4.26"
"7/23/17","0","39.63093728","-119.3417271","2097","0","0","98.24","92.22","90.11","66.58","62.84","57.98","0.2","0.2","0.17","0","2.62"
"6/2/17","0","41.55547135","-120.635584","2098","0.0001","0.0001","70.25","61.07","79.69","44.68","48.56","50.76","0.59","0.64","0.4","0.49","6.22"
"6/21/17","0","39.80130942","-117.3374642","2099","0","0","96.16","92.69","89.39","57.48","58","59.43","0.28","0.33","0.39","0.02","5.48"
"8/23/17","0","40.09500156","-120.0372439","2100","0.0004","0.0004","88.16","94.21","92.74","52.19","62.71","58.97","0.41","0.29","0.3","0.62","4.72"
"7/29/17","0","40.65928276","-123.0181414","2101","0","0","99.3","98.27","96.12","60.43","59.04","61.63","0.34","0.4","0.35","0","2.48"
"8/28/17","0","40.03475395","-118.9300405","2102","0","0","96.83","96.2","92.54","58.91","63.75","61.65","0.22","0.23","0.25","0","3.21"
"7/5/17","0","40.05246732","-118.2512744","2103","0","0","97.44","98.07","96.79","62.57","66.41","66.1","0.24","0.25","0.22","0","5.95"
"6/21/17","0","41.48759587","-121.0772049","2105","0","0","90.41","93.93","89.76","58.57","53.23","54.5","0.51","0.42","0.46","0.04","4.4"
"6/24/17","0","41.0964608","-122.3745876","2111","0.0004","0","97.36","93.33","92.68","61.64","64.46","65.73","0.28","0.29","0.39","0","3.3"
"8/6/17","0","39.52795241","-121.5435153","2112","0","0","97","98.35","103.8","66.6","73.5","74.36","0.42","0.34","0.32","0.16","4.56"
"7/26/17","0","40.91039551","-123.2217197","2115","0","0","83.32","83.18","86.32","46.84","46.84","48.11","0.5","0.5","0.52","0.05","3.01"
"7/28/17","0","41.64083382","-124.2034255","2116","0","0","61.31","56.78","55.95","53.78","53.32","52.79","0.91","0.96","0.97","0.71","5.76"
"6/6/17","0","41.68391226","-120.4134035","2117","0.0001","0","76.75","73.32","77.42","52.11","43.35","49.48","0.41","0.42","0.37","0","4.09"
"6/4/17","0","41.20628247","-117.4280516","2119","0","0","77.67","76.09","70.56","51.84","53.09","45.73","0.31","0.44","0.49","0","5.02"
"8/4/17","0","40.01647323","-119.7046856","2120","0.0001","0","93.41","95.73","95.76","66.84","62.2","60.73","0.34","0.31","0.31","0.01","4.33"
"7/17/17","0","40.74816115","-117.3651978","2123","0","0","87.1","90.03","89.49","54.85","64.65","60.9","0.21","0.24","0.25","0.13","6.18"
"6/26/17","0","41.47797705","-120.7581971","2126","0","0","94","94.73","91.9","57.39","61.51","51.16","0.25","0.24","0.21","0","5.33"
"8/20/17","0","41.17260264","-122.305462","2128","0","0","90.35","95.95","97.14","63.09","61.44","60.69","0.27","0.28","0.31","0.35","3.18"
"8/29/17","0","39.82547352","-119.6826716","2129","0.0005","0","96.09","97.09","94.96","62.2","64.69","65.47","0.2","0.21","0.28","0.05","4.86"
"8/3/17","0","40.6115056","-116.5341364","2130","0","0","99.89","100.45","96.12","70.56","63.65","63.78","0.17","0.14","0.22","0","5.06"
"7/6/17","0","40.71824701","-117.9174791","2131","0","0","93.99","96.99","96.03","61.14","63.46","59.33","0.18","0.23","0.23","0","6.14"
"8/30/17","0","41.57639556","-120.1999945","2132","0.0001","0.0001","89.93","89.48","92.54","50.15","49.33","54.08","0.36","0.29","0.27","0.09","4.56"
"8/6/17","0","41.07321426","-120.3650064","2135","0","0","78.32","88.72","93.59","54.29","53.16","60.06","0.42","0.33","0.32","0.17","4.16"
"6/21/17","0","39.77804507","-117.4614919","2136","0","0","94.73","91.35","88.22","57.66","58.22","59.15","0.28","0.33","0.39","0.02","5.39"
"8/10/17","0","40.93771503","-118.1306365","2137","0.0009","0","90.86","90.42","88.42","57.22","61.87","57.23","0.34","0.44","0.53","0.27","7.09"
"7/25/17","0","41.16004937","-122.3973667","2138","0.0006","0.0003","90.29","93.23","93.84","57.79","57.63","62.01","0.35","0.39","0.33","0","2.64"
"7/1/17","0","40.27944892","-124.110686","2140","0","0","64.75","77.23","69.96","52.24","48.73","48.7","0.88","0.77","0.82","0.99","3.52"
"7/20/17","0","40.27481894","-123.6738451","2143","0","0","81.14","79.28","85.14","51.92","50.47","50.06","0.65","0.68","0.61","0.45","2.38"
"8/20/17","0","41.09715842","-120.4926282","2144","0","0","84.07","86.52","84.06","48.98","46.87","47.03","0.35","0.3","0.37","0.19","4.61"
"6/20/17","0","40.55755206","-123.7980021","2145","0","0","68.53","70.57","66.03","48.38","49.36","46.92","0.93","0.9","0.9","0.95","3.95"
"8/17/17","0","41.26850848","-121.7600579","2146","0","0","85.85","82.2","80.59","54.18","51.17","45.24","0.41","0.53","0.55","0","2.47"
"8/9/17","0","40.60689738","-122.0863233","2149","0","0","98.66","98.55","95.97","67.78","68.2","66.38","0.43","0.43","0.44","0","2.49"
"8/11/17","0","40.07096652","-121.5390284","2150","0.0001","0","83.53","83.07","82.6","53.89","52.89","54.51","0.56","0.59","0.58","0.16","2.04"
"7/13/17","0","41.06644312","-117.3857522","2152","0.0002","0","91.31","88.63","90.95","59.4","58.88","63.3","0.21","0.19","0.17","0","5.96"
"7/21/17","0","40.00928758","-119.1027362","2155","0","0","86.84","87.17","87.74","54.49","54.56","49.23","0.18","0.21","0.22","0","5.12"
"7/8/17","0","40.23356163","-123.9694571","2157","0","0","81.17","84.55","76.49","48.53","50.98","49.1","0.74","0.72","0.77","0.62","3.06"
"7/25/17","0","39.89311527","-118.1245607","2159","0","0","89.2","95.07","95.57","54.66","62.87","64.31","0.45","0.23","0.17","0.25","4.92"
"6/24/17","0","40.14434348","-124.1457623","2160","0","0","86.39","87.73","74.9","48.83","47.99","45.8","0.73","0.7","0.8","0.02","1.95"
"8/21/17","0","40.27817622","-120.7547078","2162","0","0","87.58","87.61","89.88","53.05","52.29","53.91","0.35","0.34","0.31","0","2.76"
"6/23/17","0","39.7764833","-116.3053586","2164","0.0056","0","82.74","90.14","89.59","43.53","50.47","54.36","0.3","0.3","0.4","0","7.89"
"6/14/17","0","40.71407625","-118.1815099","2167","0.0352","0.0352","71.66","49.9","61.53","44.24","43.15","38.79","0.52","0.83","0.48","0.33","7.86"
"8/14/17","0","41.14247065","-122.6164542","2169","0","0","83.54","85.81","84.83","56.16","54.09","57.1","0.43","0.49","0.55","0.09","2.73"
"7/2/17","0","41.19922722","-122.6330788","2175","0.0003","0.0001","86.83","89.18","85.91","57.96","57.14","57.99","0.44","0.38","0.39","0","2.64"
"8/9/17","0","41.27470566","-122.6679104","2176","0.0002","0.0002","80.76","78.22","79.15","55.28","55.11","53.88","0.61","0.67","0.62","0.05","2.33"
"7/17/17","0","40.13973403","-118.9051731","2180","0","0","98.57","99.03","99.28","58.65","71.27","68.03","0.16","0.18","0.2","0.01","6.23"
"7/19/17","0","39.67942067","-117.1051389","2182","0","0","91.08","87.91","89.84","55.76","53.71","62.71","0.19","0.16","0.16","0","5.11"
"7/7/17","0","41.76381306","-121.4764802","2183","0","0","91.23","87.34","87.83","48.07","51.25","48.89","0.28","0.28","0.38","0.01","6.34"
"6/26/17","0","40.61714194","-120.8523436","2184","0","0","88.93","91.4","88.32","49.8","56.45","51.55","0.41","0.32","0.3","0.05","2.41"
"6/18/17","0","40.00012822","-119.9236686","2185","0.0219","0","87.28","88.01","81.06","53.61","54.15","50.07","0.47","0.48","0.46","0","5.12"
"8/12/17","0","40.70193596","-123.0807594","2186","0","0","90.22","90.09","88.59","53.69","56.62","56.52","0.55","0.64","0.63","0.04","1.98"
"8/7/17","0","41.50806509","-124.3598706","2189","0","0","66.89","65.07","62.99","56.75","56.91","56.39","0.85","0.89","0.96","0.64","5.42"
"7/17/17","0","41.63973664","-120.000737","2191","0","0","86.47","86.63","89.65","52.22","52.47","56.05","0.34","0.3","0.3","0.04","4.79"
"6/26/17","0","40.58844599","-117.052626","2193","0.0006","0","94.46","89.16","87.37","54.06","57.23","52.18","0.21","0.21","0.21","0","5.49"
"7/21/17","0","41.47935971","-120.7786023","2194","0","0","85.76","86.8","86.09","46.71","46.27","44.04","0.34","0.22","0.27","0","5.09"
"8/28/17","0","40.86000798","-116.8186053","2197","0","0","97.71","95.47","92.02","59.36","60.86","58.41","0.19","0.22","0.25","0.02","5.73"
"7/21/17","0","40.07418126","-122.5779853","2199","0.0005","0.0002","92.7","92.66","88.8","68.61","66.5","64.98","0.32","0.31","0.3","0","6.05"
"6/20/17","0","40.96916473","-123.0315741","2201","0","0","86.66","85","74.78","51.07","56.24","50.77","0.65","0.64","0.72","0","2.37"
"8/8/17","0","40.20697076","-120.1736699","2204","0.0073","0.0072","83.89","89.07","83.55","53.17","49.78","58.94","0.59","0.52","0.4","0.09","3.06"
"7/10/17","0","40.83632236","-122.2289433","2206","0","0","97.97","101.46","99.75","63.85","63.33","62.81","0.31","0.27","0.31","0","2.82"
"7/1/17","0","39.46988675","-121.6359137","2207","0","0","95.4","95.57","91.97","63.99","64.05","65.05","0.47","0.48","0.51","0.01","4.99"
"6/8/17","0","41.39371321","-121.7746695","2208","0","0","71.05","79.64","77.9","42.75","50.69","48.75","0.48","0.4","0.43","0.13","4.07"
"6/4/17","0","41.13884155","-117.378563","2209","0","0","79.11","77.53","72.14","52.85","54.34","47.23","0.29","0.42","0.47","0","4.94"
"6/29/17","0","39.9309698","-120.6520232","2211","0","0","78.76","78.21","77.8","43.25","43.39","43.01","0.49","0.43","0.49","0.05","3.03"
"6/30/17","0","41.64125135","-122.5716145","2213","0.0009","0","91.3","87.97","88.7","59.18","54.89","57.77","0.28","0.4","0.36","0","3.42"
"6/25/17","0","41.25967935","-122.8363742","2215","0","0","94.13","91.08","89.62","64.81","60.09","54.62","0.33","0.34","0.38","0","2.92"
"6/28/17","0","39.62671424","-120.9451964","2216","0","0","80.22","80.93","87.91","50.98","50.95","55.58","0.47","0.48","0.51","0","2.02"
"6/9/17","0","40.64023869","-117.6953503","2217","0","0","72.8","90.23","89.76","47.64","59.54","54.99","0.28","0.15","0.26","0.68","11.51"
"8/2/17","0","39.58144911","-119.7342562","2218","0.0001","0","100.43","97.76","95.06","68.24","66.42","64.07","0.26","0.28","0.31","0.05","2.19"
"6/22/17","0","40.11829248","-119.0928113","2219","0","0","91.38","94.62","92.66","58.9","61.38","61.1","0.32","0.32","0.35","0","10.62"
"7/29/17","0","40.65381271","-122.0875309","2220","0","0","102.09","101.54","98.61","65.7","67.53","66.21","0.31","0.32","0.34","0","2.73"
"6/5/17","0","39.42508462","-123.5525518","2221","0","0","71.95","77.15","78.92","47.29","48.57","51.66","0.67","0.69","0.68","0","2.51"
"7/4/17","0","39.92830726","-119.8005247","2222","0","0","91.29","91.73","88.37","56.95","60.22","58","0.34","0.32","0.36","0","5"
"6/29/17","0","40.46927285","-117.9071773","2223","0","0","85.44","87.51","92.56","47.98","57.75","56.5","0.22","0.18","0.23","0.06","6.85"
"8/28/17","0","39.92295919","-122.0158948","2225","0","0","108.27","104.26","97.32","69.93","71.44","64.49","0.22","0.28","0.36","0.14","3.52"
"8/16/17","0","40.72187301","-118.316528","2227","0.0003","0.0002","87.61","78.3","92","66.05","53.83","63.59","0.36","0.44","0.26","0.03","4.78"
"8/6/17","0","40.25074768","-116.7371342","2229","0","0","91.32","92.87","95.88","63.64","53.59","55.78","0.24","0.24","0.19","0","4.99"
"7/18/17","0","40.12768245","-118.8007187","2230","0","0","92.59","95.37","96.03","51.04","55.8","68.19","0.22","0.18","0.2","0","9.07"
"8/25/17","0","40.32265109","-120.5868534","2233","0","0","86.83","86.74","84.27","47.35","50.66","53.12","0.37","0.44","0.46","0.01","4.19"
"6/14/17","0","40.37436752","-120.1806992","2234","0.0103","0.0096","71.08","54.81","54.31","40.4","41.05","38.21","0.56","0.72","0.64","0.52","4.44"
"8/28/17","0","40.48160934","-121.7355602","2238","0","0","94.88","91.99","87.14","62.67","62.14","58.34","0.22","0.27","0.34","0","2.21"
"8/17/17","0","39.50801148","-122.9036399","2242","0.0002","0","83.18","76.13","75.47","48.52","45.76","45.05","0.71","0.77","0.8","0","2.72"
"7/31/17","0","40.23668649","-123.8131552","2243","0","0","98.34","94.63","85.47","55.3","52.98","52.31","0.56","0.61","0.66","0.06","1.93"
"8/3/17","0","41.04766808","-123.6009004","2244","0","0","101.77","105.54","99.98","59.84","62.92","58.42","0.37","0.38","0.39","0.29","3.22"
"6/13/17","0","41.00588778","-117.3684207","2245","0.026","0.026","47.81","60.66","69.86","44.44","38.61","43.25","0.82","0.5","0.3","0.99","11.29"
"6/23/17","0","40.80958711","-117.6874927","2247","0","0","83.18","87.93","95.17","51.64","53.71","63.57","0.24","0.35","0.34","0","7.6"
